hid,buildyear,type,price,planno
912,1995,Brick,97966,3
913,1955,Brick,40034,4
914,1987,Wood,318849,3
915,1937,Brick and Wood,153395,4
916,1987,Brick and Wood,222344,3
917,1962,Brick and Wood,213960,3
918,1961,Brick and Wood,192977,3
919,1937,Wood,237391,3
920,1950,Wood,127748,3
921,1987,Wood,186702,3
922,1959,Wood,149770,4
923,1990,Wood,475561,4
924,1946,Brick and Wood,259337,3
925,1959,Brick,424035,3
926,2012,Brick and Wood,473523,4
927,1958,Brick,480704,4
928,1962,Brick,109006,3
929,1999,Wood,170071,3
930,1962,Brick and Wood,413868,3
931,1943,Brick,414411,3
932,2008,Wood,402900,4
933,1932,Brick,270662,4
934,1937,Wood,134895,3
935,2008,Brick and Wood,313219,4
936,1997,Wood,202670,4
937,1978,Brick and Wood,195870,3
938,1978,Brick,176545,3
939,1997,Wood,253487,3
940,1960,Brick,273665,3
941,1955,Wood,54661,3
942,1946,Brick and Wood,245311,4
943,1975,Brick,32336,4
944,1990,Brick,99078,4
945,1950,Brick,416791,3
946,1982,Brick,311470,4
947,1957,Brick and Wood,55911,3
948,1953,Brick,91488,3
949,1984,Brick and Wood,307065,4
950,1997,Brick and Wood,253414,3
951,1979,Brick and Wood,190214,4
952,1934,Brick,336216,4
953,2001,Brick,230982,3
954,2006,Wood,139740,3
955,1950,Brick and Wood,301076,4
956,1946,Brick,305935,3
957,1960,Brick and Wood,39196,3
958,1999,Brick and Wood,176556,4
959,1990,Brick and Wood,40962,4
960,2013,Brick,242875,4
961,1942,Brick and Wood,118587,4
962,1934,Brick,192912,3
963,1948,Brick and Wood,376215,4
964,1985,Wood,401126,3
965,1945,Wood,108841,3
966,1952,Brick,44116,4
967,1979,Brick and Wood,474572,3
968,1987,Wood,400375,4
969,1945,Wood,273455,4
970,1948,Wood,123301,4
971,1999,Brick,295918,4
972,1985,Brick and Wood,366066,4
973,1956,Brick,58440,4
974,2003,Brick and Wood,436738,4
975,1987,Brick and Wood,386878,4
976,1942,Wood,314297,4
977,1941,Brick,76904,3
978,1983,Wood,461130,3
979,1939,Brick and Wood,151986,3
980,2012,Brick,181194,4
981,1932,Wood,87894,3
982,1994,Brick,128628,4
983,1931,Brick,116743,3
984,1948,Brick,94293,4
985,2004,Brick,108507,4
986,1964,Brick,470654,3
987,1940,Brick and Wood,107507,4
988,1953,Brick,293652,4
989,1955,Brick,193926,4
990,2011,Brick and Wood,121004,4
991,1996,Brick,76215,4
992,1953,Brick,298633,3
993,1936,Brick and Wood,47720,4
994,2013,Brick and Wood,425162,4
995,1996,Brick and Wood,394907,4
996,1992,Brick,474389,4
997,1976,Brick,466329,4
998,1952,Brick and Wood,284390,4
999,1936,Wood,209604,3
1000,1962,Wood,162634,3
1001,1979,Brick,321272,3
1002,1989,Wood,132149,4
1003,1978,Brick,396627,4
1004,1992,Wood,192500,4
1005,1992,Wood,499479,4
1006,2003,Brick and Wood,343676,4
1007,1992,Wood,56602,4
1008,1950,Brick and Wood,335039,4
1009,1980,Brick and Wood,268146,3
1010,1967,Wood,428985,4
1011,1934,Wood,406511,3
1012,1972,Wood,431753,4
1013,1948,Wood,462431,4
1014,1969,Brick and Wood,499367,3
1015,2009,Brick,223067,4
1016,1968,Brick,113198,3
1017,1935,Wood,432823,3
1018,1979,Brick,433540,4
1019,1988,Wood,129859,3
1020,1937,Wood,491203,4
1021,1995,Brick,166156,4
1022,1950,Brick,241042,4
1023,1943,Brick,115578,4
1024,1954,Wood,381940,4
1025,1966,Brick and Wood,457759,4
1026,1948,Wood,488052,3
1027,1931,Wood,442385,4
1028,1989,Wood,373162,4
1029,2008,Brick and Wood,172253,4
1030,1988,Wood,391419,3
1031,1964,Wood,372365,4
1032,1949,Brick and Wood,129978,4
1033,1947,Brick and Wood,435065,4
1034,1984,Brick and Wood,246414,3
1035,2008,Wood,90458,3
1036,1952,Wood,58902,4
1037,1948,Wood,110789,4
1038,1994,Brick and Wood,354386,4
1039,1963,Brick and Wood,284937,4
1040,1936,Brick,490063,4
1041,1943,Brick and Wood,233992,4
1042,1947,Brick,83359,3
1043,1998,Brick,412650,3
1044,1937,Brick and Wood,295754,3
1045,1945,Wood,156640,3
1046,2010,Wood,260931,3
1047,1931,Brick and Wood,492255,4
1048,1993,Brick and Wood,273168,4
1049,2002,Wood,246470,4
1050,1992,Wood,35118,3
1051,1930,Wood,485147,3
1052,1936,Wood,50586,4
1053,2003,Brick,191170,3
1054,1963,Wood,46957,3
1055,1943,Wood,276459,3
1056,1963,Wood,445301,3
1057,2000,Wood,379828,3
1058,1999,Wood,376180,4
1059,1945,Brick,156539,4
1060,1967,Brick and Wood,183710,4
1061,1967,Brick,332552,4
1062,1942,Brick,107821,3
1063,1937,Wood,215630,4
1064,1962,Wood,167595,4
1065,2009,Wood,78561,3
1066,1955,Wood,252175,3
1067,1996,Brick and Wood,368140,4
1068,1953,Brick and Wood,148148,3
1069,1997,Wood,171873,4
1070,2005,Wood,313616,4
1071,2011,Wood,338000,3
1072,1989,Brick,117435,4
1073,1962,Wood,52732,4
1074,1956,Brick and Wood,232185,4
1075,1984,Brick and Wood,153376,3
1076,1993,Wood,399060,4
1077,1952,Brick and Wood,374573,4
1078,2016,Wood,120841,3
1079,1954,Brick and Wood,385455,3
1080,1999,Brick and Wood,273705,3
1081,1955,Wood,377989,3
1082,1987,Wood,313923,4
1083,1989,Brick and Wood,476100,4
1084,1981,Brick,337405,4
1085,1944,Wood,342025,4
1086,2008,Wood,153372,3
1087,1986,Brick,366597,3
1088,1985,Wood,295615,3
1089,1948,Wood,415297,4
1090,1998,Brick and Wood,389177,4
1091,1959,Brick,132827,3
1092,1967,Wood,357391,3
1093,1991,Brick and Wood,175230,3
1094,1956,Brick,127804,3
1095,1991,Wood,35428,3
1096,1941,Brick and Wood,162169,4
1097,2009,Brick and Wood,158991,4
1098,1991,Wood,301212,3
1099,1972,Wood,259658,3
1100,1945,Brick,273475,3
1101,1991,Brick and Wood,447151,3
1102,1962,Brick and Wood,492056,4
1103,1994,Wood,360145,3
1104,1942,Brick and Wood,329163,3
1105,1943,Brick,227416,3
1106,1942,Brick and Wood,159700,3
1107,1969,Brick,372660,3
1108,1966,Brick,375553,3
1109,2013,Wood,109446,3
1110,2002,Wood,224577,3
1111,1980,Wood,389488,4
1112,1985,Brick and Wood,329530,4
1113,1936,Brick,245378,3
1114,1930,Brick and Wood,243392,4
1115,1938,Wood,374053,3
1116,2013,Wood,378058,3
1117,1932,Wood,335747,4
1118,1980,Brick,203289,4
1119,1970,Brick,363332,4
1120,1966,Brick,136288,4
1121,2012,Wood,465756,4
1122,1996,Brick,254717,3
1123,1963,Brick and Wood,101321,4
1124,1947,Brick,398153,4
1125,1970,Brick,106211,4
1126,1981,Wood,461121,3
1127,1947,Brick,304164,4
1128,1939,Brick and Wood,225472,4
1129,1985,Brick and Wood,394852,4
1130,2016,Brick,336925,3
1131,1997,Wood,371076,4
1132,1997,Brick,61909,3
1133,2005,Brick and Wood,487677,4
1134,1958,Brick,97380,4
1135,1938,Brick,192809,4
1136,1946,Brick,436224,3
1137,1996,Wood,399195,3
1138,1989,Wood,95576,3
1139,1997,Brick and Wood,141143,4
1140,1984,Brick and Wood,156159,4
1141,1934,Brick and Wood,79086,4
1142,1991,Brick,164021,3
1143,1988,Brick,439773,4
1144,1976,Wood,141592,3
1145,1942,Brick,150623,3
1146,1995,Brick and Wood,140148,3
1147,1951,Brick,49663,3
1148,1939,Brick,178384,3
1149,1932,Brick and Wood,333214,3
1150,1998,Wood,66153,4
1151,1953,Brick,362098,3
1152,1996,Brick and Wood,280534,4
1153,1984,Wood,40771,4
1154,1994,Brick,30929,4
1155,1966,Brick,295975,3
1156,1936,Brick,423903,4
1157,1951,Brick and Wood,35319,3
1158,1998,Brick,276032,4
1159,1976,Wood,327194,4
1160,2001,Wood,347059,3
1161,1965,Wood,338414,3
1162,2007,Brick and Wood,45803,3
1163,1972,Brick,56717,4
1164,1977,Brick and Wood,491093,3
1165,2011,Brick,179020,3
1166,1953,Brick and Wood,247696,3
1167,1999,Brick,97752,3
1168,1985,Brick,390234,3
1169,2006,Wood,48282,4
1170,1980,Brick and Wood,430219,3
1171,1984,Brick and Wood,311896,3
1172,2006,Brick,69374,3
1173,1946,Brick and Wood,404478,4
1174,1944,Brick,231976,3
1175,1981,Wood,93329,4
1176,1930,Brick and Wood,435329,4
1177,1996,Brick,166833,4
1178,1931,Brick and Wood,33090,3
1179,1979,Brick,412616,4
1180,1942,Brick and Wood,68707,3
1181,1978,Brick,461621,4
1182,2000,Brick,295434,3
1183,1948,Brick and Wood,70729,4
1184,1973,Brick,202436,4
1185,1970,Brick and Wood,470330,4
1186,1999,Brick and Wood,337341,4
1187,2005,Brick and Wood,210587,3
1188,1968,Brick,357072,3
1189,1991,Brick,242275,3
1190,1973,Wood,161979,3
1191,1982,Brick and Wood,490270,4
1192,2009,Brick and Wood,145092,3
1193,1984,Brick,321064,4
1194,2004,Wood,433417,4
1195,1940,Wood,310554,3
1196,1966,Wood,285597,4
1197,2007,Brick,175486,3
1198,1990,Brick and Wood,447408,3
1199,1932,Brick,498846,4
1200,2012,Brick and Wood,266873,3
1201,1942,Wood,113912,4
1202,1971,Brick,401863,3
1203,1973,Brick and Wood,294560,4
1204,1979,Brick,484520,4
1205,1986,Wood,154092,3
1206,1993,Wood,430185,4
1207,1957,Brick,87056,4
1208,1939,Brick and Wood,370289,4
1209,1965,Brick,326322,4
1210,1985,Brick,338970,4
1211,2001,Brick and Wood,140920,4
1212,1995,Brick and Wood,324744,3
1213,1970,Brick,229013,4
1214,1998,Brick and Wood,78267,4
1215,1974,Brick,230944,3
1216,1970,Brick and Wood,329393,4
1217,2004,Wood,96873,4
1218,1992,Wood,138106,4
1219,1986,Wood,366750,4
1220,1934,Brick,116556,4
1221,2015,Brick and Wood,460339,4
1222,2012,Wood,341312,3
1223,1946,Brick,153646,3
1224,1979,Wood,427604,3
1225,1974,Brick,432594,4
1226,1988,Brick and Wood,123396,3
1227,1962,Brick,92185,3
1228,1980,Wood,444912,3
1229,1960,Brick and Wood,284292,4
1230,1991,Wood,144479,3
1231,1943,Wood,136056,4
1232,1999,Brick and Wood,278000,3
1233,2014,Wood,210407,4
1234,2000,Brick and Wood,235698,3
1235,1985,Wood,255535,4
1236,1997,Wood,132286,3
1237,1970,Wood,48326,3
1238,1931,Wood,111978,4
1239,1939,Brick and Wood,111803,4
1240,1995,Wood,445820,4
1241,1947,Brick,330730,4
1242,1949,Brick,221367,4
1243,1942,Brick,221096,4
1244,1956,Brick and Wood,335226,3
1245,1935,Brick,395845,3
1246,2011,Brick and Wood,164976,4
1247,1992,Brick and Wood,422726,4
1248,1944,Brick and Wood,214085,3
1249,1939,Wood,332205,3
1250,2011,Brick,148360,4
1251,1949,Wood,50729,3
1252,1962,Brick and Wood,494904,4
1253,1971,Brick,196681,3
1254,1996,Brick,126779,4
1255,2001,Wood,223020,3
1256,1990,Brick and Wood,397084,4
1257,1949,Brick,67189,4
1258,1989,Brick and Wood,154197,3
1259,2013,Brick and Wood,385326,4
1260,2012,Wood,65065,3
1261,2000,Wood,297119,4
1262,1947,Wood,269764,4
1263,1987,Wood,178681,3
1264,1952,Wood,318057,3
1265,2014,Brick and Wood,494699,4
1266,1978,Brick and Wood,462356,3
1267,2001,Wood,50072,3
1268,1962,Brick,237310,3
1269,1930,Brick,149483,4
1270,1941,Brick and Wood,117127,4
1271,2000,Brick,77608,3
1272,1987,Brick,305372,3
1273,1992,Brick,96644,3
1274,2016,Wood,246543,4
1275,1978,Brick,362469,3
1276,1962,Brick,363316,4
1277,1993,Brick and Wood,410447,3
1278,1988,Wood,181986,4
1279,2001,Brick,436707,3
1280,1981,Wood,463814,4
1281,1934,Brick and Wood,245426,4
1282,1994,Brick and Wood,186239,3
1283,1972,Brick and Wood,165273,3
1284,1992,Brick and Wood,416509,4
1285,1982,Brick and Wood,103205,3
1286,2006,Wood,473710,3
1287,1972,Brick and Wood,225242,4
1288,1940,Wood,44957,4
1289,1983,Brick,332775,3
1290,1989,Wood,250114,4
1291,1938,Brick,114914,4
1292,1930,Brick,217462,4
1293,1976,Brick,36103,4
1294,1978,Wood,152241,3
1295,1985,Brick,236932,4
1296,2015,Wood,53606,4
1297,1984,Wood,341204,3
1298,1971,Brick and Wood,465457,4
1299,1961,Wood,492512,4
1300,1964,Brick,176402,3
1301,1948,Brick and Wood,177326,3
1302,1953,Brick,371820,4
1303,1959,Brick and Wood,50290,4
1304,1934,Brick and Wood,442784,4
1305,1973,Wood,44540,3
1306,1983,Wood,360930,4
1307,2013,Brick,30500,3
1308,1988,Wood,430765,4
1309,2001,Brick and Wood,341369,3
1310,1987,Brick,252240,4
1311,1939,Brick and Wood,226808,4
1312,1952,Wood,324989,4
1313,1974,Brick,305139,3
1314,1932,Wood,43951,3
1315,1998,Wood,351171,3
1316,1968,Brick and Wood,280958,3
1317,2011,Brick,63767,4
1318,1972,Wood,445954,3
1319,2012,Brick,194301,4
1320,1986,Brick,252360,4
1321,1992,Wood,197833,4
1322,1964,Brick,276153,3
1323,1995,Brick and Wood,455064,3
1324,1941,Brick and Wood,490931,4
1325,1983,Brick and Wood,217960,3
1326,2004,Wood,149199,4
1327,1950,Wood,324620,3
1328,1993,Brick,286194,3
1329,1958,Brick,236877,3
1330,1934,Brick,160462,3
1331,1941,Wood,247857,4
1332,1930,Wood,199830,3
1333,1993,Wood,256399,3
1334,1999,Brick,358903,4
1335,2011,Brick,36391,3
1336,1935,Wood,354799,4
1337,1931,Brick,212156,4
1338,1961,Wood,134833,4
1339,1997,Wood,312246,4
1340,1953,Brick,361414,3
1341,1982,Brick and Wood,161813,3
1342,1930,Wood,42565,4
1343,1977,Brick,344584,3
1344,1974,Wood,31588,3
1345,1958,Wood,148408,3
1346,2013,Brick,190356,4
1347,1945,Brick and Wood,104878,4
1348,1942,Wood,253872,4
1349,1983,Brick and Wood,246123,3
1350,1996,Brick and Wood,474231,4
1351,1975,Brick,322717,4
1352,1943,Brick,148718,4
1353,1952,Brick,415633,4
1354,1937,Wood,264752,3
1355,1935,Brick,230064,4
1356,1971,Brick,491109,4
1357,1988,Brick and Wood,95650,3
1358,1967,Brick,106302,3
1359,2016,Wood,267104,3
1360,2012,Wood,383251,4
1361,1961,Wood,88218,3
1362,1975,Brick,337769,4
1363,1979,Wood,277887,3
1364,1952,Brick and Wood,357200,3
1365,1948,Wood,350202,3
1366,1962,Brick and Wood,99121,3
1367,1933,Brick and Wood,383842,4
1368,1993,Brick,346858,4
1369,1972,Brick,271198,4
1370,1960,Brick and Wood,334993,3
1371,1985,Brick and Wood,332922,3
1372,1950,Brick and Wood,126654,3
1373,2005,Brick,495168,4
1374,1932,Wood,407408,3
1375,1930,Wood,205636,3
1376,1941,Brick and Wood,466715,4
1377,1943,Brick and Wood,101655,4
1378,1948,Wood,62295,4
1379,1994,Brick,297793,3
1380,1943,Brick,196238,4
1381,1975,Wood,342097,3
1382,1989,Brick and Wood,386806,4
1383,2015,Brick,178983,3
1384,1996,Brick,61698,4
1385,1966,Brick,242781,4
1386,1949,Brick,106818,4
1387,1935,Wood,485058,3
1388,1943,Brick,317759,4
1389,1936,Brick,241265,4
1390,1943,Brick and Wood,253434,4
1391,1991,Brick,407650,3
1392,1960,Wood,199498,3
1393,1957,Wood,492623,4
1394,1960,Wood,274905,4
1395,1942,Wood,281346,4
1396,1955,Brick and Wood,240879,4
1397,1931,Wood,148667,3
1398,1942,Wood,199966,4
1399,1945,Brick and Wood,147115,4
1400,1961,Brick and Wood,89348,4
1401,2011,Brick and Wood,83296,3
1402,1972,Brick,190016,4
1403,1997,Brick and Wood,391542,3
1404,1998,Brick and Wood,94093,4
1405,1945,Brick and Wood,377498,4
1406,1977,Brick,267433,4
1407,1951,Wood,233857,3
1408,1990,Wood,428736,3
1409,1973,Brick,230937,4
1410,1934,Brick,337825,4
1411,2010,Brick,457526,3
1412,1989,Wood,138609,3
1413,1958,Brick and Wood,32153,4
1414,1975,Wood,126348,3
1415,1986,Brick and Wood,432226,4
1416,2004,Brick,440819,4
1417,1993,Wood,201114,3
1418,1933,Wood,178777,3
1419,2015,Brick and Wood,252157,4
1420,1943,Brick,223212,3
1421,1994,Brick,471445,4
1422,1961,Brick and Wood,330455,4
1423,1964,Brick,251079,3
1424,2002,Brick and Wood,325664,4
1425,1943,Brick,368330,3
1426,1943,Wood,476739,3
1427,1935,Brick,107520,3
1428,1946,Brick and Wood,54724,4
1429,1986,Brick and Wood,99081,3
1430,1975,Brick,489190,3
1431,2000,Brick and Wood,105582,4
1432,1946,Wood,59688,3
1433,2015,Brick and Wood,110214,3
1434,1937,Wood,182270,3
1435,1983,Brick,264855,3
1436,1954,Brick and Wood,183442,3
1437,1984,Wood,153271,4
1438,1933,Wood,326903,3
1439,2006,Wood,202136,4
1440,2003,Wood,240957,3
1441,1986,Brick and Wood,319524,4
1442,1966,Brick and Wood,122506,4
1443,2011,Brick and Wood,143158,4
1444,1943,Brick,154179,4
1445,1947,Wood,335176,3
1446,1945,Brick,148835,4
1447,1950,Brick,390024,4
1448,2013,Brick and Wood,204692,4
1449,1956,Brick and Wood,399967,4
1450,1946,Wood,401008,3
1451,1960,Wood,173839,3
1452,1991,Brick and Wood,41152,3
1453,1940,Brick,483702,3
1454,1976,Brick and Wood,358769,3
1455,2016,Brick,264746,3
1456,1950,Brick and Wood,329524,3
1457,1983,Wood,353903,4
1458,2013,Wood,118888,4
1459,2011,Wood,308008,4
1460,1999,Brick,41068,3
1461,1945,Wood,400084,4
1462,1947,Brick,378528,3
1463,1946,Brick,48651,3
1464,1937,Brick and Wood,492791,3
1465,1963,Brick,461918,4
1466,1984,Brick and Wood,414188,4
1467,1999,Wood,264278,4
1468,1932,Wood,195525,3
1469,1949,Brick,184895,4
1470,1983,Wood,147916,3
1471,1967,Brick and Wood,302580,3
1472,1986,Wood,318019,3
1473,1960,Wood,410969,3
1474,1962,Brick,96639,4
1475,1997,Brick and Wood,231907,4
1476,1933,Wood,306543,4
1477,1996,Wood,168198,3
1478,2015,Brick,157622,4
1479,1994,Brick,298272,3
1480,1977,Wood,402910,4
1481,1940,Brick and Wood,461777,3
1482,2016,Brick and Wood,371553,4
1483,1930,Wood,442750,4
1484,1991,Brick,338594,4
1485,1942,Wood,157171,3
1486,2003,Brick and Wood,461941,4
1487,2005,Brick and Wood,397367,3
1488,1937,Brick,259097,3
1489,2002,Brick and Wood,232686,3
1490,1934,Brick and Wood,418040,3
1491,1975,Brick,366342,3
1492,2006,Brick and Wood,434861,3
1493,1969,Wood,433236,4
1494,2004,Brick,422201,3
1495,1950,Brick,105214,4
1496,1938,Brick,260533,4
1497,1962,Brick and Wood,240557,4
1498,1989,Brick,71470,3
1499,1937,Brick,98829,4
1500,1967,Wood,134091,4
1501,1987,Brick and Wood,315806,4
1502,1936,Brick and Wood,322596,3
1503,2004,Wood,76685,4
1504,1998,Brick and Wood,109149,3
1505,2015,Wood,283130,4
1506,1978,Brick and Wood,58750,3
1507,1942,Brick,45156,3
1508,1969,Brick,51047,4
1509,1991,Wood,343391,3
1510,1942,Wood,121548,4
1511,1968,Wood,395473,4
1512,1971,Brick and Wood,82195,3
1513,2004,Brick and Wood,364554,4
1514,2014,Wood,146148,3
1515,1971,Wood,240532,4
1516,1969,Brick and Wood,368455,3
1517,1969,Brick,319361,3
1518,1956,Wood,392112,4
1519,1940,Wood,463048,4
1520,1963,Brick,194544,4
1521,1995,Wood,261541,3
1522,1983,Brick,84753,3
1523,1932,Brick and Wood,199076,3
1524,1978,Brick and Wood,85550,3
1525,1962,Brick,151534,3
1526,1998,Brick and Wood,330655,4
1527,1993,Brick and Wood,203739,4
1528,1943,Wood,291249,4
1529,1931,Brick and Wood,388223,4
1530,1993,Wood,140535,3
1531,1993,Brick and Wood,436668,3
1532,1999,Brick,148056,3
1533,1941,Brick,393484,4
1534,1932,Brick,161201,4
1535,1935,Brick,411121,4
1536,1936,Brick and Wood,441596,4
1537,1947,Wood,33041,3
1538,1939,Brick and Wood,30203,4
1539,1966,Brick,222448,4
1540,1988,Brick,386577,3
1541,1931,Brick,402474,3
1542,1941,Wood,167423,4
1543,1990,Wood,446455,4
1544,1937,Brick and Wood,421471,4
1545,1976,Brick and Wood,95469,3
1546,1978,Brick,121710,4
1547,1957,Brick,480575,3
1548,1987,Wood,397571,3
1549,1931,Wood,474694,4
1550,1977,Wood,498531,3
1551,1930,Wood,123411,4
1552,1962,Brick and Wood,252020,3
1553,1983,Wood,347869,3
1554,2013,Brick and Wood,406410,3
1555,1976,Wood,109127,3
1556,1970,Wood,151405,3
1557,1990,Brick and Wood,223542,3
1558,1979,Brick,498468,4
1559,1955,Brick and Wood,208720,3
1560,1997,Brick,376129,4
1561,1951,Wood,148690,3
1562,1963,Brick,268283,4
1563,1956,Brick,88296,3
1564,1969,Brick and Wood,294383,3
1565,1933,Brick,43724,3
1566,2008,Brick and Wood,50893,4
1567,1935,Brick,39267,4
1568,2012,Brick,242014,4
1569,1948,Wood,486250,4
1570,2001,Brick,494428,3
1571,1981,Wood,76385,3
1572,1963,Wood,247259,3
1573,2004,Brick and Wood,168063,3
1574,1933,Brick and Wood,319860,3
1575,1994,Brick,235472,4
1576,1967,Wood,419839,4
1577,1962,Brick,479597,4
1578,2001,Brick and Wood,98143,4
1579,1983,Wood,160120,3
1580,1951,Brick and Wood,474082,3
1581,2013,Brick,491980,3
1582,1996,Brick and Wood,208348,3
1583,1980,Wood,270031,4
1584,1937,Wood,419672,3
1585,1948,Brick and Wood,315768,3
1586,1954,Brick and Wood,442165,3
1587,1981,Brick and Wood,45525,3
1588,1943,Brick,223556,4
1589,1971,Brick and Wood,449368,3
1590,1985,Wood,319741,4
1591,1950,Wood,272443,4
1592,1990,Wood,404377,4
1593,2007,Brick and Wood,313339,3
1594,1960,Wood,346292,4
1595,1982,Brick and Wood,202218,3
1596,1968,Wood,196567,4
1597,1956,Brick,431627,3
1598,1987,Brick and Wood,99554,3
1599,1981,Brick and Wood,440872,4
1600,1944,Wood,364298,4
1601,2013,Wood,362045,4
1602,2000,Wood,101944,4
1603,1942,Wood,390158,4
1604,2000,Brick and Wood,461797,3
1605,1949,Brick and Wood,175273,4
1606,2011,Wood,361364,4
1607,1961,Wood,153240,3
1608,1984,Brick,490078,4
1609,2000,Brick and Wood,69353,3
1610,1947,Brick and Wood,62360,3
1611,2012,Brick,416583,3
1612,2011,Wood,401401,4
1613,2006,Brick and Wood,459840,4
1614,1987,Brick,166231,3
1615,1960,Brick and Wood,35994,3
1616,1949,Brick and Wood,71087,3
1617,1972,Brick and Wood,126728,3
1618,1953,Brick and Wood,488720,4
