reportno,date,description,street ,zipcode
419,2014-06-16,Everyone's fault,2241 BACKBONE RD,62341
420,2016-11-30,Not Customer's fault,2242 LIBERTY AV,62342
421,2015-10-08,Customer's fault,2243 WALNUT ST,62343
422,2016-01-24,Everyone's fault,2244 CAMP HORNE RD,62344
423,2014-07-07,Not Customer's fault,2245 TWENTY SECOND ST,62345
424,2016-08-04,Everyone's fault,2246 FRANKSTOWN RD,62346
425,2015-01-28,Customer's fault,2247 UNIVERSAL RD,62347
426,2016-02-16,Customer's fault,2248 SALTSBURG RD,62348
427,2014-04-06,Everyone's fault,2249 SHANNON RD,62349
428,2016-04-22,Not Customer's fault,2250 FRANKSTOWN RD,62350
429,2016-12-28,Not Customer's fault,2251 TUNNELVIEW DR,62351
430,2016-02-29,Not Customer's fault,2252 TOWNSHIP 0630 RD,62352
431,2014-05-07,Customer's fault,2253 VERONA RD,62353
432,2015-12-01,Everyone's fault,2254 FRANKSTOWN RO,62354
433,2016-02-06,Not Customer's fault,2255 BEULAH RD,62355
434,2016-05-19,Everyone's fault,2256 UNIVERSAL RD,62356
435,2015-08-16,Not Customer's fault,2257 MILLTOWN RD,62357
436,2016-03-05,Everyone's fault,2258 SALTSBURG RD,62358
437,2016-10-12,Customer's fault,2259 SAMPSON ST,62359
438,2015-12-03,Not Customer's fault,2260 SALTSBURG RD,62360
439,2014-11-15,Customer's fault,2261 FRANKSTOWN RD,62361
440,2015-01-01,Customer's fault,2262 SANDY CREEK RD,62362
441,2015-10-20,Everyone's fault,2263 KI M LN,62363
442,2015-03-02,Customer's fault,2264 UNIVERSAL RD,62364
443,2016-02-07,Not Customer's fault,2265 ALLEGHENY AV,62365
444,2014-09-04,Customer's fault,2266 PA TURNPIKE HW,62366
445,2016-09-21,Customer's fault,2267 NORTH BRANCH RD,62367
446,2016-02-16,Not Customer's fault,2268 PENN LINCOLN PY,62368
447,2014-10-29,Not Customer's fault,2269 GRUBBS RD,62369
448,2016-10-16,Everyone's fault,2270 MCKNIGHT RD,62370
449,2015-10-02,Everyone's fault,2271 OHIO RIVER BL,62371
450,2015-02-22,Customer's fault,2272 PENN AV,62372
451,2015-05-08,Everyone's fault,2273 GREENTREE RD,62373
452,2015-08-16,Customer's fault,2274 MCMURRAY RD,62374
453,2014-07-01,Not Customer's fault,2275 WILLIAM PENN HIGHWAY HW,62375
454,2015-01-15,Customer's fault,2276 WILLIAM PENN HW,62376
455,2016-08-30,Everyone's fault,2277 SR. 0051 HW,62377
456,2014-12-10,Everyone's fault,2278 TURNER RD,62378
457,2015-03-02,Everyone's fault,2279 THORN RUN RD,62379
458,2015-05-19,Everyone's fault,2280 PENN AV,62380
459,2014-08-03,Customer's fault,2281 PERRY HW,62381
460,2015-01-27,Not Customer's fault,2282 FIFTH AV,62382
461,2015-07-25,Customer's fault,2283 SALTSBURG RD,62383
462,2015-11-22,Not Customer's fault,2284 SALTSBURG RD,62384
463,2015-11-27,Customer's fault,2285 ALLEGHENY RIVER BL,62385
464,2016-12-12,Customer's fault,2286 ALLEGHENY RIVER BL,62386
465,2015-08-24,Customer's fault,2287 EAST CARSON ST,62387
466,2014-08-25,Everyone's fault,2288 CLAIRTON BL,62388
467,2014-12-11,Everyone's fault,2289 NOBLESTOWN RD,62389
468,2016-05-02,Customer's fault,2290 POPLAR ST,62390
469,2016-10-28,Customer's fault,2291 GREENTREE RD,62391
470,2014-05-04,Everyone's fault,2292 UNIVERSITY BL,62392
471,2016-08-25,Customer's fault,2293 OHIO RIVER BL,62393
472,2016-02-03,Everyone's fault,2294 BEAVER GRADE RD,62394
473,2015-06-06,Not Customer's fault,2295 W EIGHTH AV,62395
474,2015-12-04,Customer's fault,2296 BURCHFIELD RD,62396
475,2016-09-01,Not Customer's fault,2297 CAROTHERS AV,62397
476,2015-09-13,Everyone's fault,2298 WEXFORD RD,62398
477,2016-03-14,Not Customer's fault,2299 MCMURRAY RD,62399
478,2014-04-17,Everyone's fault,2300 VERONA RD,62400
479,2015-08-27,Not Customer's fault,2301 SAYLONG DR,62401
480,2014-11-10,Customer's fault,2302 STOTLER RD,62402
481,2015-08-06,Everyone's fault,2303 GREENTREE RD,62403
482,2015-04-22,Everyone's fault,2304 HULTON RD,62404
483,2014-12-02,Customer's fault,2305 BLACKADORE AV,62405
484,2015-09-11,Everyone's fault,2306 COAL HOLLOW RD,62406
485,2015-07-05,Not Customer's fault,2307 THIRD ST,62407
486,2015-12-07,Everyone's fault,2308 TYLER RD,62408
487,2016-08-28,Not Customer's fault,2309 KEY DR,62409
488,2016-04-03,Not Customer's fault,2310 RODI RD,62410
489,2015-03-04,Customer's fault,2311 FRANKSTOWN RD,62411
490,2016-10-25,Not Customer's fault,2312 BEULAH RD,62412
491,2014-07-27,Not Customer's fault,2313 ALLENGHENY RIVER BL,62413
492,2014-12-31,Everyone's fault,2314 NASH AV,62414
493,2015-03-29,Customer's fault,2315 HULTON RD,62415
494,2015-12-13,Everyone's fault,2316 STOTLER RD,62416
495,2015-05-20,Everyone's fault,2317 FREEPORT RD,62417
496,2015-12-02,Everyone's fault,2318 SALTSBURG RD,62418
497,2015-11-24,Customer's fault,2319 WILLIAM FLYNN HW,62419
498,2015-09-26,Customer's fault,2320 LOTT RD,62420
499,2016-07-30,Everyone's fault,2321 HULTON RD,62421
500,2015-05-31,Everyone's fault,2322 PLEASANTVUE DR,62422
501,2016-05-09,Customer's fault,2323 HAYDEN BL,62423
502,2016-10-12,Customer's fault,2324 ROBERTS ST,62424
503,2014-08-01,Customer's fault,2325 FORSYTHE RD,62425
504,2016-01-03,Not Customer's fault,2326 NORTH STATE ST,62426
505,2015-01-08,Not Customer's fault,2327 GREENTREE RD,62427
506,2014-11-20,Not Customer's fault,2328 CLAIRTON BL,62428
507,2015-12-25,Customer's fault,2329 GREENTREE RD,62429
508,2016-11-26,Everyone's fault,2330 ROBINWOOD DR,62430
509,2016-01-26,Everyone's fault,2331 WILLIAM PENN HW,62431
510,2015-07-24,Customer's fault,2332 RT-8 HW,62432
511,2014-11-25,Customer's fault,2333 STREETS RUN RD,62433
512,2016-04-25,Customer's fault,2334 EAST OHIO ST,62434
513,2014-05-04,Everyone's fault,2335 PERRY HW,62435
514,2015-07-09,Customer's fault,2336 STATE ST,62436
515,2016-06-04,Everyone's fault,2337 CEDAR ST,62437
516,2016-08-19,Customer's fault,2338 VILLAGE CLUB DR,62438
517,2014-10-07,Everyone's fault,2339 RT.8 EX,62439
518,2015-08-28,Not Customer's fault,2340 SEVENTH AV,62440
519,2015-07-23,Not Customer's fault,2341 PERRY HW,62441
520,2016-03-31,Customer's fault,2342 FORSYTHE RD,62442
521,2014-10-16,Not Customer's fault,2343 CRAFTON BL/DINSMORE AV,62443
522,2014-07-22,Customer's fault,2344 EVERGREEN DR,62444
523,2015-10-13,Not Customer's fault,2345 CHURCHILL RD,62445
524,2016-05-03,Not Customer's fault,2346 MCGOVERN RD,62446
525,2016-08-26,Customer's fault,2347 SAW MILL RUN BL,62447
526,2014-06-07,Everyone's fault,2348 PILLOW AV,62448
527,2015-08-07,Customer's fault,2349 PEEBLES RD,62449
528,2015-11-18,Customer's fault,2350 LINDSAY RD,62450
529,2014-07-09,Customer's fault,2351 LIME HOLLOW RD,62451
530,2015-07-21,Everyone's fault,2352 WILLIAM FLYNN HW,62452
531,2014-04-21,Everyone's fault,2353 EAST OHIO ST,62453
532,2016-10-05,Customer's fault,2354 CARO ST,62454
533,2015-01-07,Customer's fault,2355 TARENTUM BR,62455
534,2014-07-26,Everyone's fault,2356 ANN ST,62456
535,2015-09-03,Customer's fault,2357 WEXFORD BAYNE RD,62457
536,2016-07-17,Not Customer's fault,2358 SUTHERLAND DR,62458
537,2015-03-12,Customer's fault,2359 FREEPORT ROAD RD,62459
538,2015-04-12,Everyone's fault,2360 LITTLE DEER CREEK RD,62460
539,2015-01-02,Customer's fault,2361 LITTLE DEER CREEK RD,62461
540,2016-12-14,Everyone's fault,2362 7 TH ST,62462
541,2014-04-19,Customer's fault,2363 HAYDEN BL,62463
542,2015-10-17,Customer's fault,2364 GIBSONIA RD,62464
543,2014-11-10,Customer's fault,2365 WHITE PINE DR,62465
544,2015-03-18,Not Customer's fault,2366 BELLEFIELD ST,62466
545,2015-12-09,Not Customer's fault,2367 CLAIRTON RD,62467
546,2016-08-15,Customer's fault,2368 WEXFORD RD,62468
547,2014-08-23,Customer's fault,2369 MT ROYAL BL,62469
548,2014-12-14,Everyone's fault,2370 CRAFTON BL,62470
549,2015-09-08,Not Customer's fault,2371 WASHINGTON PK,62471
550,2015-09-25,Customer's fault,2372 MAPLE SPRINGS DR,62472
551,2016-07-03,Everyone's fault,2373 BABCOCK BL,62473
552,2016-05-19,Customer's fault,2374 EAST WATERFRONT DR,62474
553,2015-03-18,Everyone's fault,2375 CLAIRTON BLVD. BL,62475
554,2015-08-30,Customer's fault,2376 OLD WILLIAM PENN HW,62476
555,2016-11-25,Not Customer's fault,2377 FAIRVIEW RD,62477
556,2015-10-08,Everyone's fault,2378 WILLIAM FLYNN HW,62478
557,2014-10-06,Everyone's fault,2379 BROAD ST,62479
558,2014-06-09,Everyone's fault,2380 EAST STEUBEN ST,62480
559,2016-09-11,Everyone's fault,2381 SQUAW RUN RD,62481
560,2014-07-06,Not Customer's fault,2382 TARENTUM BR,62482
561,2014-07-19,Customer's fault,2383 5TH AVE. AV,62483
562,2016-02-07,Not Customer's fault,2384 HARTS RUN RD,62484
563,2016-01-06,Everyone's fault,2385 MCCULLY RD,62485
564,2015-11-30,Not Customer's fault,2386 CLAIRTON BL,62486
565,2014-09-19,Customer's fault,2387 CLAIRTON BL,62487
566,2015-07-28,Customer's fault,2388 CLAIRTON BL,62488
567,2016-11-11,Everyone's fault,2389 MAPLE STREET ET,62489
568,2014-07-29,Everyone's fault,2390 MT ROYAL BL,62490
569,2014-08-07,Customer's fault,2391 MARZOLF RD ET,62491
570,2015-12-23,Everyone's fault,2392 FIELDCREST DR,62492
571,2014-07-09,Not Customer's fault,2393 MANSFIELD AV,62493
572,2015-04-06,Customer's fault,2394 HOOKSTOWN GRADE RD,62494
573,2016-04-16,Not Customer's fault,2395 MONTOUR RUN EX,62495
574,2016-11-30,Customer's fault,2396 PROSPECT RD,62496
575,2014-12-06,Everyone's fault,2397 GLASS RUN RD,62497
576,2014-06-07,Everyone's fault,2398 BOWER HILL RD,62498
577,2014-04-16,Everyone's fault,2399 LESNETT RD,62499
578,2015-12-14,Not Customer's fault,2400 FORSYTHE RD,62500
579,2015-04-02,Everyone's fault,2401 BOYCE RD,62501
580,2016-04-11,Everyone's fault,2402 SUPERIOR ST,62502
581,2014-08-17,Not Customer's fault,2403 EAST WATERFRONT DR,62503
582,2014-10-02,Customer's fault,2404 WASHINGTON AV,62504
583,2015-11-04,Not Customer's fault,2405 GIBSONIA RD,62505
584,2015-07-02,Everyone's fault,2406 SOUTH NEGLEY AVE AV,62506
585,2016-12-12,Customer's fault,2407 EAST WATERFRONT DR,62507
586,2016-03-15,Not Customer's fault,2408 WATERWORKS RD,62508
587,2014-10-03,Everyone's fault,2409 PITTSBURGH-MCKEESPORT BL,62509
588,2014-07-01,Not Customer's fault,2410 SAW MILL RUN BL,62510
589,2014-12-02,Not Customer's fault,2411 EAST WATERFRONT DR,62511
590,2015-07-17,Not Customer's fault,2412 UNIVERSITY BL,62512
591,2015-11-11,Not Customer's fault,2413 CLAIRTON BL,62513
592,2016-04-13,Everyone's fault,2414 LINCOLN AV,62514
593,2014-07-24,Not Customer's fault,2415 CLAIRTON BL,62515
594,2015-12-19,Customer's fault,2416 HOMESTEAD_DUQUESNE RD,62516
595,2015-08-15,Not Customer's fault,2417 GREENTREE RD,62517
596,2016-04-24,Not Customer's fault,2418 PERRY HW,62518
597,2015-07-26,Not Customer's fault,2419 CLAIRTON BL,62519
598,2016-10-17,Not Customer's fault,2420 WASHINGTON PK,62520
599,2016-06-29,Customer's fault,2421 THORN RUN RD,62521
600,2016-02-28,Not Customer's fault,2422 MONROEVILLE BL,62522
601,2016-01-02,Not Customer's fault,2423 CHURCH RD,62523
602,2015-01-10,Not Customer's fault,2424 GARDENVILLE RD,62524
603,2015-09-28,Customer's fault,2425 WILLIAM FLYNN HW,62525
604,2015-08-06,Everyone's fault,2426 BRODHEAD RD,62526
605,2014-10-18,Everyone's fault,2427 WM. FLYNN HW,62527
606,2015-12-28,Customer's fault,2428 WEST MAIN ST,62528
607,2016-05-01,Not Customer's fault,2429 HOMESTEAD GRAYS BRIDGE BR,62529
608,2015-10-22,Not Customer's fault,2430 MCLAUGHLIN RUN RD,62530
609,2015-12-02,Customer's fault,2431 GREENTREE RD,62531
610,2016-01-27,Customer's fault,2432 WEST MANILLA AV,62532
611,2015-06-05,Not Customer's fault,2433 WASHINGTON AV,62533
612,2015-10-31,Customer's fault,2434 LINCOLN HW,62534
613,2015-11-22,Not Customer's fault,2435 MZCONKEY RD,62535
614,2015-09-26,Customer's fault,2436 MADISON AV,62536
615,2016-11-04,Customer's fault,2437 RANKIN BL,62537
616,2016-12-17,Not Customer's fault,2438 BABCOCK BL,62538
617,2016-10-28,Everyone's fault,2439 BABCOCK BL,62539
618,2015-10-03,Customer's fault,2440 LINCOLN HW,62540
619,2014-05-30,Customer's fault,2441 VIRGINIA AV,62541
620,2015-10-11,Everyone's fault,2442 WILLIAM FLYNN HW,62542
621,2016-06-19,Everyone's fault,2443 MALL BL,62543
622,2016-05-27,Everyone's fault,2444 PINE HOLLOW RD,62544
623,2015-07-09,Not Customer's fault,2445 EAST WATERFRONT DR,62545
624,2014-08-08,Customer's fault,2446 FREEPORT RD,62546
625,2014-05-25,Everyone's fault,2447 POPLAR ST,62547
626,2016-11-23,Not Customer's fault,2448 ROSS ST,62548
627,2015-03-03,Not Customer's fault,2449 WEXFORD BAYNE RD,62549
628,2015-07-13,Everyone's fault,2450 SUMMIT PARK DR,62550
629,2014-12-16,Customer's fault,2451 FAIRVIEW ROAD RD,62551
630,2015-12-22,Customer's fault,2452 EAST STEUBEN ST,62552
631,2014-09-22,Customer's fault,2453 SAXONBURG BL,62553
632,2015-11-23,Everyone's fault,2454 WASHINGTON PK,62554
633,2014-08-27,Not Customer's fault,2455 FAIRVIEW RD,62555
634,2015-07-16,Not Customer's fault,2456 8TH AV,62556
635,2014-05-27,Everyone's fault,2457 BALDWICK RD,62557
636,2016-12-16,Not Customer's fault,2458 MONTOUR RUN RD,62558
637,2015-12-29,Customer's fault,2459 GREENTREE RD,62559
638,2016-05-13,Not Customer's fault,2460 MALL CIRCLE DR,62560
639,2015-02-19,Not Customer's fault,2461 MALL BL,62561
640,2016-01-28,Customer's fault,2462 SCENERY DR,62562
641,2016-01-09,Customer's fault,2463 PERRY HW,62563
642,2015-01-23,Customer's fault,2464 OHIO ST,62564
643,2014-05-27,Everyone's fault,2465 JAMES ST,62565
644,2014-06-17,Not Customer's fault,2466 GOLDEN MILE HW,62566
645,2014-08-24,Not Customer's fault,2467 CLAIRTON BL,62567
646,2016-10-17,Not Customer's fault,2468 BOYCE RD,62568
647,2015-06-10,Customer's fault,2469 WASHINGTON PK,62569
648,2015-08-08,Everyone's fault,2470 HOMESTEAD GRAY'S BR,62570
649,2015-11-03,Everyone's fault,2471 PITTSBURGH ST,62571
650,2015-11-09,Not Customer's fault,2472 HOOKSTOWN GRADE RD,62572
651,2016-09-16,Everyone's fault,2473 MCKEESPORT RD,62573
652,2016-02-28,Everyone's fault,2474 EAST EIGHTH AV,62574
653,2016-03-08,Everyone's fault,2475 WASHINGTON AV,62575
654,2014-11-17,Everyone's fault,2476 OLD WASHINGTON PK,62576
655,2016-02-27,Everyone's fault,2477 CHESTNUT ST/FORSYTHE RD,62577
656,2014-05-29,Everyone's fault,2478 MILLGROVE RD,62578
657,2016-12-12,Everyone's fault,2479 SOUTH HILLS VILLAGE WY,62579
658,2014-12-28,Not Customer's fault,2480 TOPNIK DR,62580
659,2014-12-20,Customer's fault,2481 THORN RUN RD,62581
660,2014-06-13,Not Customer's fault,2482 SPRUCE ST,62582
661,2015-11-24,Not Customer's fault,2483 GREENTREE RD,62583
662,2014-11-09,Customer's fault,2484 SHERATON DR,62584
663,2014-07-22,Not Customer's fault,2485 GIBSONIA RD,62585
664,2016-01-08,Everyone's fault,2486 WASHINGTON PK,62586
665,2014-08-29,Everyone's fault,2487 STROSCHEIN RD,62587
666,2016-09-25,Customer's fault,2488 MIDDLE RD,62588
667,2016-05-12,Not Customer's fault,2489 GREENTREE RD,62589
668,2015-11-04,Everyone's fault,2490 HORNING RD,62590
669,2016-03-26,Everyone's fault,2491 WASHINGTON AV,62591
670,2014-07-31,Not Customer's fault,2492 HAYDEN BL,62592
671,2014-08-31,Not Customer's fault,2493 BROWNSVILLE RD,62593
672,2016-07-04,Everyone's fault,2494 ROUTE 51 HW,62594
673,2016-11-24,Customer's fault,2495 BRAUN ST,62595
674,2016-07-15,Customer's fault,2496 COAL VALLEY RD,62596
675,2015-08-01,Customer's fault,2497 RODI RD,62597
676,2015-03-16,Customer's fault,2498 PA RT #51 HW,62598
677,2016-10-25,Not Customer's fault,2499 GREENTREE RD,62599
678,2014-05-26,Not Customer's fault,2500 PERRY HW,62600
679,2016-12-28,Not Customer's fault,2501 MCCOY RD,62601
680,2014-09-27,Customer's fault,2502 GREENTREE RD,62602
681,2015-05-06,Customer's fault,2503 PERRY HW,62603
682,2015-12-26,Customer's fault,2504 CLAIRTON BL,62604
683,2016-11-10,Everyone's fault,2505 BENWOOD AV,62605
684,2016-05-30,Customer's fault,2506 MT ROYAL BL,62606
685,2014-09-12,Customer's fault,2507 FOX CHAPEL RD,62607
686,2015-07-17,Customer's fault,2508 WILLIAM FLYNN HW,62608
687,2015-03-30,Everyone's fault,2509 LYNDHURST CR,62609
688,2015-08-15,Not Customer's fault,2510 LIBERTY AV,62610
689,2016-07-12,Everyone's fault,2511 WASHINGTON RD,62611
690,2016-10-14,Not Customer's fault,2512 WEST RUN RD,62612
691,2015-03-31,Customer's fault,2513 EAST WILLOCK RD,62613
692,2015-06-16,Not Customer's fault,2514 GREENTREE RD,62614
693,2016-05-11,Customer's fault,2515 TENTH AV,62615
694,2016-08-08,Customer's fault,2516 BROWNSVILLE RD,62616
695,2015-08-15,Customer's fault,2517 EVERGREEN AV,62617
696,2016-02-18,Everyone's fault,2518 LYDIA ST,62618
697,2016-05-15,Not Customer's fault,2519 WEST NEWTON RD,62619
698,2016-01-17,Everyone's fault,2520 JACOBY RD,62620
699,2014-08-16,Customer's fault,2521 HAYDEN BL,62621
700,2015-05-17,Not Customer's fault,2522 UNIVERSITY BL,62622
701,2016-01-20,Not Customer's fault,2523 STATE ROUTE 51 HW,60944
702,2016-06-01,Everyone's fault,2524 WARRENDALE BAYNE RD,61342
703,2016-11-27,Everyone's fault,2525 SCENERY DR,60535
704,2014-10-11,Not Customer's fault,2526 SHAFER RD,61531
705,2014-04-19,Everyone's fault,2527 WILLIAM FLYNN HW,61465
706,2016-02-20,Everyone's fault,2528 CARSON ST,62570
707,2014-05-04,Customer's fault,2529 PERRY HW,60514
708,2015-07-22,Customer's fault,2530 5TH AV,62235
709,2016-03-14,Everyone's fault,2531 WILLIAM FLYNN HW,60731
710,2016-02-28,Customer's fault,2532 HOMESTEAD/DUQUESNE RD,61453
711,2014-10-02,Everyone's fault,2533 BROADLEA ST,60698
712,2015-10-08,Customer's fault,2534 SHENOT RD,61496
713,2016-11-22,Everyone's fault,2535 WHISPERING WOODS DR,61025
714,2014-07-06,Everyone's fault,2536 LOVEDALE RD,60489
715,2016-12-25,Everyone's fault,2537 SQUAW RUN RD,61589
716,2014-08-30,Customer's fault,2538 ELIZABETH AV,60296
717,2016-03-30,Everyone's fault,2539 FOURTH AV,62521
718,2015-06-09,Customer's fault,2540 FORSYTHE RD,60431
719,2015-12-30,Everyone's fault,2541 COCHRAN RD,61790
720,2015-05-25,Customer's fault,2542 GREENTREE RD,61622
721,2015-02-21,Not Customer's fault,2543 SAXONBURG BL,61827
722,2015-04-14,Not Customer's fault,2544 GREENTREE RD,60794
723,2016-04-23,Not Customer's fault,2545 2100 WASHINGTON PIKE LT,61853
724,2014-06-04,Everyone's fault,2546 WILLIAM FLYNN HW,60900
725,2014-12-07,Customer's fault,2547 CLAIRTON BL,62519
726,2016-01-20,Not Customer's fault,2548 WASHINGTON RD,62449
727,2014-05-05,Customer's fault,2549 UNIVERSITY BL,61125
728,2015-06-30,Customer's fault,2550 EAST WILLOCK RD,60676
729,2016-05-14,Everyone's fault,2551 CLAIRTON BL,60718
730,2016-11-29,Not Customer's fault,2552 RICHLAND MALL DR,62571
731,2015-08-15,Everyone's fault,2553 SAW MILL RUN BL,61005
732,2014-04-06,Not Customer's fault,2554 WARRENDALE RD,61906
733,2014-06-01,Customer's fault,2555 CLAIRTON BL,60475
734,2014-05-16,Everyone's fault,2556 ACADEMY ST,61839
735,2014-09-25,Everyone's fault,2557 HOMESTEAD GRAY'S BR,61602
736,2015-07-21,Customer's fault,2558 WEXFORD BAYNE RD,61768
737,2016-08-24,Everyone's fault,2559 SEVENTH AV,60450
738,2016-07-27,Not Customer's fault,2560 BRENTWOOD TOWNE SQUARE PARKING PZ,62596
739,2016-04-03,Not Customer's fault,2561 ROSS ST,61810
740,2014-08-24,Not Customer's fault,2562 WEXFORD RD,60915
741,2015-08-17,Customer's fault,2563 GREENTREE RD,61626
742,2016-12-30,Not Customer's fault,2564 RICHLAND MALL WY,62306
743,2014-12-21,Everyone's fault,2565 KRAMER RD,60318
744,2015-11-17,Everyone's fault,2566 RAINBOW RUN RD,60633
745,2016-04-18,Customer's fault,2567 BROWNSVILLE RD,62189
746,2015-02-22,Customer's fault,2568 VANADIUM RD,60791
747,2015-04-07,Everyone's fault,2569 MALL CIRCLE DR,60760
748,2014-11-22,Customer's fault,2570 ARNDT RD,60678
749,2015-05-24,Customer's fault,2571 GOLDEN MILE HW,60522
750,2014-12-08,Not Customer's fault,2572 CHURCH ST,61826
751,2015-03-25,Customer's fault,2573 GILL HALL ROAD RD,60183
752,2015-12-27,Everyone's fault,2574 GREEN OAK LN,61903
753,2014-11-14,Everyone's fault,2575 GREENTREE RD,61553
754,2014-06-11,Everyone's fault,2576 RIVERVIEW AV,61673
755,2014-07-23,Customer's fault,2577 PRESTLEY RD,60956
756,2015-06-26,Everyone's fault,2578 SALEM HOLLOW RD,60432
757,2015-10-13,Not Customer's fault,2579 MOUNT ROYAL BL,60545
758,2016-09-25,Not Customer's fault,2580 MALL CIRCLE BL,60421
759,2016-07-19,Everyone's fault,2581 INDIANOLA RD,62456
760,2016-11-25,Not Customer's fault,2582 WASHINGTON PK,61547
761,2015-01-30,Not Customer's fault,2583 BAKERSTOWN/WARRENDALE RD,60303
762,2015-12-07,Everyone's fault,2584 NORTHERN PI,62463
763,2015-05-07,Not Customer's fault,2585 WILLIAM FLYNN HW,61428
764,2015-03-08,Customer's fault,2586 BOWER HILL RD,60641
765,2016-12-15,Everyone's fault,2587 LAUREL HILL DR,61761
766,2016-05-16,Everyone's fault,2588 MT.PLEASANT RD,62355
767,2014-05-21,Not Customer's fault,2589 RAMP FROM 837 TO RT 51 SOUTH LN,61557
768,2016-03-25,Customer's fault,2590 CLAIRTON BL,62445
769,2016-01-07,Everyone's fault,2591 PERRY HW,62448
770,2016-12-30,Customer's fault,2592 MIDDLE RD,62063
