planno,cid,aid
1,1940,1369
3,1941,1317
2,1942,3270
3,1943,965
4,1944,3365
4,1945,3182
2,1946,1841
3,1947,3168
3,1948,2990
3,1949,347
2,1950,2714
4,1951,2233
4,1952,3559
2,1953,1898
2,1954,666
2,1955,1739
4,1956,2069
4,1957,2145
2,1958,2739
2,1959,3202
2,1960,152
2,1961,1068
1,1962,1659
1,1963,991
1,1964,2567
1,1965,1786
1,1966,1841
2,1967,1673
1,1968,270
3,1969,2657
2,1970,144
3,1971,2646
4,1972,65
2,1973,3497
3,1974,1097
3,1975,147
4,1976,230
1,1977,2748
2,1978,1830
4,1979,516
4,1980,1629
1,1981,3023
4,1982,2550
4,1983,2441
4,1984,899
3,1985,3145
2,1986,843
1,1987,1446
2,1988,2704
2,1989,2969
2,1990,925
2,1991,3237
1,1992,1197
3,1993,1806
2,1994,2285
2,1995,311
4,1996,2321
3,1997,2607
4,1998,2293
3,1999,899
1,2000,1210
3,2001,1510
3,2002,3473
2,2003,3390
3,2004,919
3,2005,1387
3,2006,3408
2,2007,1736
1,2008,947
3,2009,299
2,2010,730
1,2011,3178
1,2012,1479
2,2013,1090
4,2014,299
3,2015,1166
1,2016,2314
3,2017,1562
1,2018,1944
1,2019,3556
1,2020,992
1,2021,1462
3,2022,2805
1,2023,890
4,2024,3333
4,2025,3427
1,2026,3145
2,2027,3193
4,2028,421
1,2029,53
1,2030,2028
3,2031,3257
1,2032,72
4,2033,1895
2,2034,1019
4,2035,710
3,2036,453
1,2037,1520
3,2038,989
3,2039,745
4,2040,684
1,2041,2329
4,2042,1020
2,2043,3044
4,2044,2885
3,2045,1506
4,2046,875
2,2047,201
4,2048,1028
3,2049,1898
3,2050,851
2,2051,1462
3,2052,2908
3,2053,1247
1,2054,1581
2,2055,3369
2,2056,1949
4,2057,1925
1,2058,165
1,2059,1888
2,2060,1748
1,2061,924
2,2062,615
2,2063,1120
1,2064,1019
2,2065,1781
3,2066,2838
4,2067,2572
2,2068,2820
1,2069,230
2,2070,3378
3,2071,1364
2,2072,3088
3,2073,3642
1,2074,1467
1,2075,2951
4,2076,1505
4,2077,2120
2,2078,3641
1,2079,2402
4,2080,3514
2,2081,3190
3,2082,3259
2,2083,519
4,2084,2707
1,2085,1154
2,2086,1259
3,2087,1883
1,2088,1399
3,2089,2226
3,2090,731
4,2091,650
3,2092,436
3,2093,53
1,2094,1957
1,2095,740
1,2096,103
1,2097,2396
2,2098,161
1,2099,1987
2,2100,573
3,2101,115
2,2102,1011
3,2103,793
2,2104,156
3,2105,3568
4,2106,2243
1,2107,1402
4,2108,648
1,2109,2654
3,2110,1965
1,2111,2032
2,2112,3483
3,2113,3363
1,2114,2259
2,2115,2368
4,2116,877
3,2117,582
2,2118,3308
4,2119,543
2,2120,1991
4,2121,1519
3,2122,16
2,2123,1869
4,2124,2539
2,2125,102
4,2126,1300
2,2127,2909
2,2128,2906
3,2129,572
3,2130,1468
1,2131,2269
3,2132,2061
1,2133,2195
2,2134,1456
3,2135,2276
4,2136,96
2,2137,3265
4,2138,568
2,2139,889
2,2140,3177
3,2141,1990
2,2142,124
4,2143,220
1,2144,3481
2,2145,101
1,2146,3192
3,2147,633
3,2148,678
1,2149,1395
3,2150,1503
4,2151,178
4,2152,3320
3,2153,785
3,2154,2774
3,2155,1968
4,2156,49
1,2157,3173
3,2158,1491
2,2159,1566
2,2160,1554
1,2161,1829
4,2162,522
4,2163,546
2,2164,832
2,2165,846
1,2166,3340
1,2167,1219
2,2168,155
1,2169,27
2,2170,3051
4,2171,13
2,2172,3428
2,2173,951
4,2174,1473
2,2175,1924
2,2176,375
3,2177,2399
3,2178,1344
4,2179,1830
2,2180,3372
2,2181,2196
2,2182,2833
3,2183,1125
3,2184,2793
1,2185,3592
1,2186,854
2,2187,2146
1,2188,1075
2,2189,1700
1,2190,1724
3,2191,3410
2,2192,2116
2,2193,383
4,2194,1020
1,2195,3379
3,2196,3468
1,2197,3489
1,2198,2093
2,2199,3152
4,2200,1723
2,2201,1469
4,2202,3067
3,2203,1672
1,2204,2714
2,2205,2411
3,2206,3610
4,2207,873
2,2208,2739
3,2209,2601
2,2210,2185
3,2211,1208
2,2212,911
1,2213,320
4,2214,2465
1,2215,3239
1,2216,2866
3,2217,754
1,2218,1106
2,2219,3115
1,2220,2070
3,2221,1303
3,2222,803
3,2223,1722
4,2224,243
2,2225,604
2,2226,468
4,2227,3360
4,2228,3114
3,2229,3345
2,2230,1363
4,2231,1986
1,2232,2289
4,2233,1373
2,2234,2175
4,2235,3140
1,2236,2272
3,2237,44
2,2238,682
3,2239,3115
1,2240,1175
4,2241,24
2,2242,3397
1,2243,2983
3,2244,312
3,2245,2389
2,2246,3373
2,2247,789
1,2248,1279
2,2249,3547
2,2250,1048
4,2251,1624
3,2252,2205
4,2253,1411
1,2254,451
1,2255,2524
2,2256,2273
4,2257,2672
1,2258,60
4,2259,3049
3,2260,3277
2,2261,3065
3,2262,3156
3,2263,2349
3,2264,579
4,2265,219
1,2266,1972
3,2267,2264
1,2268,1214
3,2269,1492
4,2270,2569
1,2271,191
3,2272,3075
3,2273,3544
2,2274,215
2,2275,1315
2,2276,2476
3,2277,2817
3,2278,872
1,2279,2168
4,2280,42
2,2281,1233
4,2282,2510
2,2283,386
4,2284,32
2,2285,1487
3,2286,341
1,2287,3249
4,2288,1465
4,2289,849
3,2290,150
3,2291,2541
4,2292,2897
4,2293,2109
2,2294,198
1,2295,317
4,2296,66
1,2297,1317
2,2298,2882
1,2299,1613
3,2300,398
1,2301,3177
3,2302,1007
3,2303,2160
1,2304,2303
4,2305,2675
4,2306,907
4,2307,2394
3,2308,1765
1,2309,3562
4,2310,2994
3,2311,1374
4,2312,1118
4,2313,3192
3,2314,3528
3,2315,191
2,2316,1362
1,2317,2564
3,2318,197
2,2319,1288
1,2320,2158
1,2321,2021
1,2322,1363
4,2323,3572
1,2324,2587
4,2325,1185
3,2326,3579
1,2327,2728
1,2328,3082
2,2329,2644
4,2330,2071
3,2331,1323
1,2332,420
4,2333,3326
4,2334,3258
1,2335,2969
3,2336,1757
2,2337,1207
3,2338,1438
4,2339,3493
2,2340,2115
4,2341,982
1,2342,2487
1,2343,2925
2,2344,3271
3,2345,302
4,2346,2003
3,2347,824
3,2348,2753
4,2349,2859
2,2350,2782
4,2351,1398
2,2352,912
3,2353,2906
2,2354,2829
2,2355,2964
3,2356,3292
3,2357,1826
2,2358,3383
1,2359,943
4,2360,19
1,2361,885
4,2362,827
1,2363,1298
1,2364,2955
4,2365,1766
1,2366,3519
2,2367,1796
4,2368,3357
4,2369,3516
4,2370,2236
3,2371,2850
1,2372,3295
4,2373,3262
2,2374,508
1,2375,852
1,2376,2284
1,2377,3026
2,2378,2351
4,2379,2534
2,2380,1659
1,2381,1984
4,2382,289
2,2383,2635
3,2384,1635
2,2385,1314
2,2386,1982
1,2387,799
1,2388,1415
4,2389,1929
4,2390,2423
4,2391,3492
4,2392,693
1,2393,867
2,2394,1931
2,2395,2813
4,2396,1228
4,2397,2264
3,2398,3292
2,2399,2715
1,2400,548
4,2401,3220
2,2402,1761
3,2403,274
2,2404,1083
3,2405,1746
4,2406,1403
2,2407,955
2,2408,2428
3,2409,2160
2,2410,3028
3,2411,358
4,2412,3294
1,2413,2458
3,2414,230
4,2415,1261
3,2416,1061
3,2417,2624
2,2418,2320
1,2419,2351
2,2420,1811
2,2421,2024
2,2422,68
2,2423,3583
1,2424,3430
1,2425,2260
4,2426,3086
1,2427,2537
2,2428,2310
3,2429,3364
3,2430,1627
4,2431,1042
4,2432,2292
2,2433,950
1,2434,1516
2,2435,3091
3,2436,400
3,2437,1321
4,2438,2455
2,2439,727
4,2440,3300
2,2441,1739
3,2442,2447
1,2443,2839
1,2444,2909
4,2445,915
3,2446,2345
4,2447,1650
4,2448,1186
3,2449,2889
2,2450,968
3,2451,1186
1,2452,161
3,2453,502
3,2454,1228
1,2455,3219
1,2456,1473
2,2457,3209
4,2458,2121
2,2459,1685
4,2460,399
2,2461,2192
3,2462,2240
2,2463,715
4,2464,3221
4,2465,3013
2,2466,641
2,2467,1331
2,2468,2936
3,2469,3140
4,2470,2316
1,2471,1686
1,2472,3547
3,2473,2357
3,2474,2833
3,2475,3232
2,2476,3176
2,2477,350
2,2478,2484
3,2479,3191
4,2480,2084
1,2481,405
1,2482,52
3,2483,3458
2,2484,1351
3,2485,3514
1,2486,664
2,2487,541
3,2488,3352
3,2489,2713
2,2490,1827
1,2491,729
2,2492,1902
4,2493,2348
1,2494,1269
4,2495,1376
3,2496,314
2,2497,2
2,2498,769
3,2499,2046
2,2500,3296
4,2501,3643
1,2502,2901
1,2503,236
1,2504,2313
3,2505,1243
1,2506,2266
4,2507,1428
1,2508,3494
2,2509,2298
4,2510,251
3,2511,2510
3,2512,340
2,2513,2363
3,2514,684
1,2515,1895
4,2516,221
3,2517,3399
4,2518,1266
1,2519,2326
1,2520,3175
4,2521,2887
4,2522,2468
3,2523,1652
1,2524,874
3,2525,2143
3,2526,3381
1,2527,1502
1,2528,1324
3,2529,3342
3,2530,2181
1,2531,1686
4,2532,493
4,2533,898
1,2534,2697
4,2535,2329
2,2536,2851
2,2537,2434
2,2538,1777
3,2539,673
4,2540,3383
1,2541,2194
3,2542,2752
4,2543,3314
3,2544,1492
4,2545,3442
1,2546,2263
3,2547,339
4,2548,1179
3,2549,1769
4,2550,320
3,2551,744
2,2552,82
2,2553,879
2,2554,841
3,2555,1889
2,2556,566
1,2557,2211
1,2558,2509
1,2559,2057
1,2560,527
2,2561,1621
4,2562,1107
4,2563,3159
3,2564,755
2,2565,896
1,2566,1792
4,2567,3335
4,2568,2705
2,2569,2977
1,2570,553
4,2571,913
2,2572,1444
4,2573,783
2,2574,1977
4,2575,2621
2,2576,2018
4,2577,2495
1,2578,207
1,2579,418
4,2580,588
3,2581,1120
2,2582,775
3,2583,2698
1,2584,3053
1,2585,2240
1,2586,182
4,2587,216
2,2588,2273
1,2589,3492
4,2590,1584
3,2591,260
2,2592,2281
4,2593,1205
2,2594,1762
3,2595,2354
2,2596,3471
3,2597,3171
4,2598,1309
3,2599,1421
1,2600,2121
4,2601,2902
1,2602,3303
4,2603,362
3,2604,2677
3,2605,1349
2,2606,1293
3,2607,2311
2,2608,1002
3,2609,2303
4,2610,562
1,2611,2173
3,2612,780
2,2613,2630
2,2614,7
3,2615,1802
1,2616,2745
3,2617,774
2,2618,1982
4,2619,1760
4,2620,1105
1,2621,286
4,2622,3278
2,2623,269
3,2624,658
1,2625,1945
4,2626,3303
1,2627,23
2,2628,243
3,2629,2977
1,2630,3247
1,2631,1033
3,2632,700
4,2633,1682
4,2634,2336
4,2635,2260
2,2636,1531
4,2637,3552
2,2638,3447
2,2639,540
4,2640,3136
4,2641,2430
3,2642,3070
2,2643,1678
2,2644,1255
2,2645,2196
2,2646,2386
2,2647,3268
3,2648,1080
3,2649,401
2,2650,1885
1,2651,2552
2,2652,2436
1,2653,36
4,2654,1871
1,2655,1970
1,2656,3335
4,2657,1175
4,2658,425
4,2659,3155
4,2660,2294
3,2661,398
3,2662,1746
3,2663,987
1,2664,1263
3,2665,1545
3,2666,616
2,2667,3405
1,2668,3515
2,2669,2284
4,2670,2433
2,2671,51
4,2672,2479
1,2673,162
4,2674,787
1,2675,1282
2,2676,11
4,2677,2722
1,2678,1209
1,2679,2660
2,2680,264
1,2681,2848
3,2682,3202
3,2683,1536
2,2684,553
4,2685,659
3,2686,904
3,2687,1968
2,2688,310
1,2689,3427
1,2690,1222
4,2691,3263
3,2692,824
1,2693,1332
3,2694,3594
4,2695,500
1,2696,353
1,2697,1163
1,2698,1614
2,2699,1485
4,2700,1325
1,2701,2922
4,2702,278
3,2703,2862
1,2704,1066
4,2705,901
1,2706,1587
3,2707,2041
4,2708,3031
2,2709,1428
4,2710,3416
1,2711,1829
4,2712,1871
3,2713,2869
4,2714,2355
2,2715,2213
1,2716,1863
1,2717,2449
2,2718,2614
4,2719,184
2,2720,2891
2,2721,1860
4,2722,1571
4,2723,1709
4,2724,853
2,2725,2473
3,2726,2351
4,2727,926
2,2728,390
4,2729,2496
4,2730,1340
4,2731,534
3,2732,453
4,2733,2102
3,2734,3132
3,2735,3106
2,2736,3190
3,2737,3224
4,2738,456
1,2739,1035
4,2740,310
1,2741,1789
2,2742,1354
2,2743,2117
2,2744,1145
1,2745,1537
3,2746,485
3,2747,3078
1,2748,824
2,2749,491
1,2750,356
2,2751,2587
1,2752,1177
1,2753,2406
1,2754,445
1,2755,3195
3,2756,1151
1,2757,3386
1,2758,1769
1,2759,910
1,2760,2716
3,2761,1260
4,2762,2400
4,2763,3250
4,2764,2568
2,2765,617
1,2766,2233
3,2767,270
1,2768,791
4,2769,3236
3,2770,218
2,2771,1557
2,2772,2849
3,2773,1464
2,2774,3289
4,2775,329
1,2776,3555
4,2777,3506
2,2778,1902
4,2779,3059
2,2780,3453
3,2781,2652
3,2782,1026
2,2783,1317
3,2784,2487
2,2785,287
3,2786,1876
2,2787,227
1,2788,3356
4,2789,3008
3,2790,2381
3,2791,1232
2,2792,320
4,2793,3617
4,2794,47
4,2795,3536
3,2796,516
1,2797,2187
4,2798,242
2,2799,1077
3,2800,1843
1,2801,3409
3,2802,1537
1,2803,2286
2,2804,2927
1,2805,1519
3,2806,2586
4,2807,3290
2,2808,56
4,2809,481
4,2810,2283
3,2811,3206
3,2812,1256
2,2813,3430
2,2814,556
2,2815,2300
4,2816,1495
4,2817,3020
1,2818,1720
3,2819,2592
3,2820,1784
1,2821,3202
1,2822,495
1,2823,2290
4,2824,1526
4,2825,2296
4,2826,2160
2,2827,2117
2,2828,410
3,2829,210
3,2830,373
3,2831,3484
1,2832,1896
2,2833,1107
4,2834,1110
2,2835,504
1,2836,3553
4,2837,2592
2,2838,350
2,2839,2446
1,2840,3338
2,2841,1828
1,2842,3053
3,2843,336
3,2844,503
1,2845,2613
1,2846,1995
1,2847,320
4,2848,1533
3,2849,537
3,2850,1753
2,2851,220
4,2852,1161
3,2853,1414
4,2854,2529
3,2855,1987
1,2856,152
1,2857,1058
2,2858,295
4,2859,2841
4,2860,1959
4,2861,1439
3,2862,1116
3,2863,3314
1,2864,831
1,2865,2231
3,2866,2997
1,2867,546
1,2868,3011
1,2869,1293
2,2870,100
3,2871,536
4,2872,603
2,2873,2345
1,2874,2405
3,2875,3149
4,2876,1841
3,2877,968
1,2878,3446
2,2879,2678
4,2880,2460
3,2881,523
2,2882,2058
3,2883,2484
4,2884,3594
4,2885,1103
2,2886,3281
1,2887,329
3,2888,1750
3,2889,3228
3,2890,3070
1,2891,407
3,2892,3083
3,2893,2579
1,2894,858
3,2895,1187
1,2896,2463
4,2897,2397
3,2898,1841
4,2899,3423
4,2900,3148
3,2901,3306
2,2902,1156
1,2903,2186
1,2904,3542
4,2905,1940
4,2906,1791
1,2907,1002
3,2908,2689
2,2909,650
1,2910,645
1,2911,2720
3,2912,169
2,2913,3104
4,2914,2457
3,2915,2845
3,2916,2526
2,2917,3285
1,2918,3337
3,2919,3338
2,2920,526
4,2921,1387
4,2922,585
3,2923,2536
4,2924,1849
2,2925,984
1,2926,1894
4,2927,2832
4,2928,2417
2,2929,1685
1,2930,2496
3,2931,3418
1,2932,3552
2,2933,3011
1,2934,3270
2,2935,3059
2,2936,2328
1,2937,1547
3,2938,1826
2,2939,1328
2,2940,1929
3,2941,2175
1,2942,369
2,2943,606
4,2944,1418
1,2945,1482
3,2946,2565
2,2947,2345
4,2948,1891
2,2949,1571
1,2950,40
3,2951,1769
4,2952,1722
4,2953,2423
1,2954,2906
4,2955,1122
3,2956,3051
4,2957,1169
2,2958,2285
3,2959,1356
2,2960,687
3,2961,1561
1,2962,1323
3,2963,2681
1,2964,2929
2,2965,249
4,2966,749
3,2967,1965
3,2968,790
2,2969,1708
2,2970,2926
4,2971,1764
2,2972,3022
3,2973,1513
4,2974,2865
3,2975,404
1,2976,2311
3,2977,3039
1,2978,1996
3,2979,2392
4,2980,1251
4,2981,3139
3,2982,1079
1,2983,1302
1,2984,2526
4,2985,2911
3,2986,656
1,2987,60
4,2988,1752
2,2989,2197
1,2990,3360
1,2991,1965
1,2992,1020
1,2993,2268
3,2994,2581
1,2995,779
2,2996,1747
4,2997,965
1,2998,802
3,2999,2897
3,3000,565
4,3001,1288
1,3002,881
4,3003,2689
4,3004,2342
3,3005,1152
4,3006,945
2,3007,2259
4,3008,322
2,3009,3028
3,3010,2279
4,3011,2229
3,3012,3578
2,3013,2459
4,3014,989
4,3015,1451
3,3016,1950
1,3017,2331
3,3018,3262
2,3019,940
1,3020,576
1,3021,22
1,3022,235
4,3023,1497
1,3024,2167
3,3025,116
4,3026,217
2,3027,3078
4,3028,1237
1,3029,666
1,3030,323
2,3031,1388
3,3032,2052
4,3033,793
3,3034,124
4,3035,562
2,3036,3310
3,3037,240
1,3038,778
2,3039,3231
1,3040,2128
1,3041,3569
3,3042,2728
4,3043,333
2,3044,3004
2,3045,3186
2,3046,1229
4,3047,1525
1,3048,209
2,3049,2936
3,3050,3593
4,3051,2461
2,3052,2503
4,3053,597
4,3054,454
4,3055,992
4,3056,2232
3,3057,2994
1,3058,3519
4,3059,185
1,3060,1380
3,3061,1045
4,3062,2491
3,3063,1855
4,3064,2027
2,3065,2885
1,3066,623
1,3067,374
1,3068,1301
4,3069,1241
2,3070,717
1,3071,245
1,3072,810
1,3073,153
3,3074,3016
3,3075,1058
2,3076,1523
3,3077,2436
3,3078,2090
3,3079,2236
2,3080,687
3,3081,840
2,3082,1023
3,3083,1728
4,3084,3375
1,3085,1672
4,3086,3514
2,3087,3397
3,3088,1499
3,3089,762
3,3090,2948
3,3091,1422
2,3092,1694
4,3093,721
4,3094,770
2,3095,528
1,3096,1300
1,3097,3309
1,3098,255
2,3099,3509
4,3100,348
1,3101,1205
4,3102,2543
1,3103,2226
3,3104,2996
2,3105,554
4,3106,301
4,3107,2826
3,3108,814
1,3109,27
4,3110,1501
4,3111,1019
4,3112,2338
4,3113,2325
2,3114,2265
3,3115,493
4,3116,1428
3,3117,1158
1,3118,2026
2,3119,1966
4,3120,2556
2,3121,448
2,3122,1751
4,3123,3444
1,3124,2107
3,3125,2127
1,3126,3264
4,3127,1707
3,3128,3566
3,3129,1620
4,3130,2760
1,3131,2474
1,3132,1455
4,3133,1964
4,3134,1033
2,3135,557
2,3136,989
4,3137,1556
3,3138,2411
1,3139,1475
2,3140,2677
3,3141,82
3,3142,35
1,3143,14
4,3144,3410
2,3145,1662
4,3146,237
1,3147,1751
1,3148,1340
4,3149,2166
4,3150,1735
2,3151,502
4,3152,67
2,3153,1032
4,3154,1223
2,3155,2506
3,3156,882
2,3157,164
3,3158,3065
2,3159,3383
1,3160,2632
2,3161,1847
1,3162,132
4,3163,153
3,3164,2537
4,3165,3570
3,3166,2330
3,3167,3094
3,3168,716
2,3169,1742
2,3170,393
1,3171,625
1,3172,976
4,3173,277
2,3174,623
1,3175,2904
1,3176,2618
4,3177,929
2,3178,1125
2,3179,233
1,3180,2972
1,3181,1975
3,3182,708
3,3183,3362
3,3184,3112
4,3185,1783
1,3186,1851
1,3187,332
4,3188,1418
4,3189,1809
2,3190,1948
4,3191,2395
2,3192,1507
1,3193,2882
2,3194,3062
3,3195,2939
3,3196,1040
2,3197,806
1,3198,1313
3,3199,3150
1,3200,3210
2,3201,3152
4,3202,2596
4,3203,1023
2,3204,1846
2,3205,612
3,3206,594
4,3207,1161
3,3208,2032
4,3209,2316
1,3210,3396
1,3211,107
2,3212,5
1,3213,672
2,3214,957
1,3215,1869
2,3216,2948
4,3217,1232
4,3218,110
3,3219,367
3,3220,2965
3,3221,980
4,3222,1942
3,3223,433
4,3224,3309
1,3225,868
1,3226,3433
3,3227,3023
4,3228,19
1,3229,2360
1,3230,2815
4,3231,2407
3,3232,657
4,3233,3225
4,3234,1418
2,3235,2762
4,3236,1686
2,3237,2893
3,3238,3397
1,3239,1699
2,3240,3138
2,3241,418
4,3242,1230
2,3243,2538
4,3244,577
1,3245,403
4,3246,2457
2,3247,2499
2,3248,2588
4,3249,1206
2,3250,781
1,3251,212
2,3252,1549
3,3253,3454
4,3254,1526
1,3255,781
3,3256,3387
3,3257,541
2,3258,950
2,3259,3608
4,3260,3587
1,3261,1722
1,3262,1746
2,3263,2135
3,3264,1691
3,3265,2290
1,3266,1238
1,3267,619
2,3268,1925
1,3269,224
1,3270,2487
1,3271,474
4,3272,275
3,3273,2078
2,3274,812
3,3275,1106
2,3276,965
4,3277,2953
1,3278,2277
3,3279,1750
3,3280,2952
3,3281,761
2,3282,2212
4,3283,2732
2,3284,3233
2,3285,2755
2,3286,1659
4,3287,2626
3,3288,1001
4,3289,2442
1,3290,197
1,3291,2285
4,3292,2544
2,3293,2775
2,3294,248
1,3295,1523
2,3296,1244
1,3297,2284
3,3298,2254
4,3299,570
1,3300,1503
1,3301,3509
1,3302,1778
1,3303,2019
4,3304,638
4,3305,994
2,3306,2822
2,3307,51
4,3308,2086
4,3309,612
2,3310,1301
4,3311,3540
2,3312,965
4,3313,407
2,3314,1515
1,3315,315
4,3316,840
1,3317,16
3,3318,3415
1,3319,1162
1,3320,1473
1,3321,663
2,3322,1783
2,3323,1507
3,3324,351
2,3325,59
4,3326,2561
4,3327,1986
2,3328,1153
4,3329,2960
2,3330,2314
4,3331,877
3,3332,1151
1,3333,2409
3,3334,2481
3,3335,893
4,3336,2347
2,3337,922
1,3338,3284
2,3339,925
2,3340,130
3,3341,2111
1,3342,3250
4,3343,933
2,3344,1934
4,3345,301
1,3346,1073
1,3347,3621
2,3348,5
4,3349,715
1,3350,3045
2,3351,3296
3,3352,556
1,3353,5
1,3354,1635
3,3355,2630
4,3356,3366
2,3357,1207
2,3358,3041
1,3359,2988
1,3360,3585
4,3361,3499
4,3362,3256
1,3363,2138
2,3364,3017
4,3365,2679
2,3366,419
2,3367,748
4,3368,2404
3,3369,2692
3,3370,332
1,3371,16
3,3372,1642
1,3373,35
3,3374,2245
4,3375,2388
4,3376,2180
3,3377,2512
2,3378,1754
4,3379,1848
4,3380,485
3,3381,289
1,3382,3510
1,3383,1942
1,3384,2335
2,3385,1933
1,3386,319
2,3387,796
2,3388,479
2,3389,1740
4,3390,2874
1,3391,2517
2,3392,334
2,3393,2888
4,3394,547
2,3395,3410
3,3396,3065
4,3397,2851
1,3398,1317
3,3399,489
1,3400,1155
2,3401,123
3,3402,3576
1,3403,3321
2,3404,919
3,3405,2722
2,3406,3488
3,3407,2198
4,3408,2991
4,3409,137
3,3410,368
1,3411,3567
2,3412,2056
3,3413,1728
4,3414,249
3,3415,2075
1,3416,2004
3,3417,1225
2,3418,504
4,3419,1476
3,3420,2153
3,3421,2559
1,3422,1150
2,3423,2729
4,3424,1787
4,3425,418
4,3426,1867
4,3427,163
4,3428,2984
2,3429,779
1,3430,556
1,3431,3430
4,3432,2645
3,3433,1053
1,3434,1972
1,3435,2291
4,3436,2363
3,3437,3033
3,3438,1627
2,3439,491
1,3440,2996
4,3441,1723
4,3442,946
3,3443,1150
3,3444,2045
3,3445,1988
1,3446,1459
3,3447,1485
4,3448,783
4,3449,2069
2,3450,979
1,3451,2096
4,3452,3092
3,3453,3461
2,3454,3072
2,3455,49
3,3456,2651
4,3457,3014
3,3458,2008
1,3459,2162
2,3460,2443
3,3461,1670
1,3462,3405
4,3463,2894
1,3464,584
2,3465,77
3,3466,3109
1,3467,1744
2,3468,1938
1,3469,2456
4,3470,2467
4,3471,2067
3,3472,3266
1,3473,2241
3,3474,740
3,3475,439
3,3476,2128
1,3477,827
4,3478,2557
1,3479,3060
4,3480,2666
1,3481,860
2,3482,1183
3,3483,314
1,3484,3054
1,3485,2307
1,3486,145
4,3487,2750
1,3488,3332
2,3489,2520
3,3490,2502
2,3491,3473
4,3492,1055
3,3493,3210
1,3494,2815
3,3495,1215
1,3496,1356
2,3497,675
2,3498,1418
2,3499,180
2,3500,2692
3,3501,1321
3,3502,1930
1,3503,2700
1,3504,1058
4,3505,2696
4,3506,2087
4,3507,1013
2,3508,3279
3,3509,260
2,3510,2554
3,3511,584
4,3512,1251
2,3513,2734
1,3514,2035
3,3515,3392
4,3516,1142
4,3517,1395
3,3518,292
3,3519,1990
2,3520,1364
4,3521,1451
1,3522,1639
1,3523,572
2,3524,1235
2,3525,3009
2,3526,281
3,3527,3013
4,3528,1579
3,3529,143
2,3530,481
3,3531,702
2,3532,2831
3,3533,1701
2,3534,836
4,3535,554
2,3536,2960
3,3537,2422
1,3538,698
4,3539,3314
4,3540,3229
2,3541,916
1,3542,3492
4,3543,786
4,3544,1018
3,3545,150
3,3546,293
1,3547,1319
3,3548,143
2,3549,723
2,3550,3024
2,3551,3228
4,3552,1931
4,3553,1821
3,3554,760
3,3555,1339
3,3556,1438
3,3557,601
4,3558,19
2,3559,2846
3,3560,2931
4,3561,553
1,3562,724
2,3563,1824
3,3564,108
2,3565,1887
2,3566,1569
1,3567,1298
1,3568,1712
4,3569,2244
4,3570,2507
4,3571,3364
1,3572,1461
3,3573,891
2,3574,3438
1,3575,2598
1,3576,1399
3,3577,133
2,3578,1739
2,3579,1005
4,3580,50
2,3581,460
2,3582,3083
3,3583,1217
4,3584,2258
4,3585,2790
4,3586,220
1,3587,2488
4,3588,1422
3,3589,2157
4,3590,2114
2,3591,1655
2,3592,1387
2,3593,3480
2,3594,3341
3,3595,936
2,3596,3074
4,3597,1465
4,3598,353
4,3599,3196
1,3600,3598
4,3601,3214
2,3602,3316
2,3603,178
3,3604,1433
4,3605,40
3,3606,949
2,3607,208
2,3608,398
1,3609,706
3,3610,1307
2,3611,3321
2,3612,526
4,3613,1154
2,3614,1329
1,3615,1314
4,3616,2982
2,3617,3072
3,3618,3533
3,3619,1662
1,3620,1563
2,3621,810
3,3622,2367
2,3623,73
4,3624,1209
3,3625,844
2,3626,1580
2,3627,2068
4,3628,743
1,3629,2219
2,3630,2694
2,3631,565
3,3632,2605
4,3633,1378
